year,month,port_1,port_2,port_3,port_4,port_5,port_6,port_7,port_8,port_9,port_10,port_ls,mkt_rf,mkt_total
2015,1,-0.07708391734197731,-0.02972460194174757,-0.035377650485436896,-0.03613740032414911,-0.03511984142394822,-0.02672371359223301,-0.02700701620745543,-0.03310704692556635,-0.027059624595469255,-0.02360758833063209,0.05347632901134522,-0.031040847,-0.031040847
2015,2,0.07815084116693678,0.07131906482982173,0.07235526256077796,0.06206945380875203,0.05780083792544571,0.053885846278317155,0.05068684116693679,0.05615362236628849,0.058761599675850894,0.07371896110210698,-0.004431880064829807,0.0548925057,0.0548925057
2015,3,-0.04867715210355987,-0.026356818770226536,-0.011381564724919094,-0.009503823624595469,-0.004648991909385114,0.004734873786407767,0.002137166666666667,0.003033438511326861,0.005899357605177994,0.007989446601941747,0.056666598705501614,-0.017396056,-0.017396056
2015,4,0.08382620161290323,0.047595191935483866,0.032561891935483867,0.0266359064516129,0.02132563225806452,0.022959260869565217,0.018658264516129033,0.013117232258064515,0.01130445322580645,0.04640470967741935,-0.03742149193548388,0.0085207627,0.0085207627
2015,5,-0.028412635483870966,-0.006956974193548387,8.404516129032211e-05,-0.004156164516129031,0.006174537096774194,0.0107081,0.009229620967741936,0.010568596774193549,0.012407796774193548,-0.00257581129032258,0.025836824193548387,0.0104914385,0.0104914385
2015,6,-0.036999717285945075,-0.01751725806451613,-0.014465756451612903,-0.0012838741935483876,-0.003304738709677419,0.0025701016129032256,-0.006583301612903226,-0.015248914516129034,-0.010765190322580645,-0.01101194193548387,0.025987775350461206,-0.021011773,-0.021011773
2015,7,-0.0942309224555735,-0.059954335483870975,-0.04721625525040388,-0.03858505161290322,-0.01293804200323102,-0.027573649999999998,-0.02240492258064516,-0.020567348949919226,-0.0157843435483871,-0.04244701938610663,0.051783903069466876,0.0197420399,0.0197420399
2015,8,-0.055784025723472665,-0.052978229903536976,-0.052180654895666125,-0.04865511093247588,-0.058295876205787786,-0.06391570465489567,-0.051723855305466235,-0.05845211075441412,-0.04725481189710611,-0.05479951446945338,0.0009845112540192852,-0.062580805,-0.062580805
2015,9,-0.08205260932475884,-0.05049865650080257,-0.05354103376205788,-0.047040150882825045,-0.0383098536977492,-0.040541886035313,-0.052063632423756015,-0.05238136012861737,-0.04415362118780096,-0.03707023151125402,0.04498237781350482,-0.02644282,-0.02644282
2015,10,0.06111329032258064,0.058730000000000004,0.06556943156199678,0.053987336553945255,0.0681456370967742,0.04865521256038648,0.06908406763285024,0.060027945249597425,0.061151811594202896,0.0848213370967742,0.023708046774193553,0.0829830784,0.0829830784
2015,11,-0.029545083735909822,-0.0199548231511254,-0.01197122347266881,-0.0012488842443729906,0.0009316109324758845,0.011603514469453376,0.010707684887459806,0.008255845659163987,0.012881408360128617,-0.0057499549839228285,0.023795128751986992,0.0005049631,0.0005049631
